ID;Year_Birth;Education;Marital_Status;Income;Kid_Home;Teen_Home;Total_Children;Days_Since_Last_Purchase;start_membership;Days_Since_Join;Amt_Wines;Amt_Fruits;Amt_Meat_Products;Amt_Fish_Products;Amt_Sweet_Products;Amt_Gold_Products;Total_Spend;Spend_Income_Ratio;Age;Num_Deals_Purchases;Num_Web_Purchases;Num_Catalog_Purchases;Num_Store_Purchases;Total_Purchases;NumWebVisitsMonth;Accepted_Cmp_1;Accepted_Cmp_2;Accepted_Cmp_3;Accepted_Cmp_4;Accepted_Cmp_5;Accepted_Last_Cmp;Complain;is_couple;family_size;is_parent;education2_encoded;Avg_Purchase_Value;Web_Preference;Total_Accepted_Campaigns;Deal_Seeker;Cluster
9422;1989;3;2;38360.0;1;0;1;26;2013-05-31;944;36;2;42;20;21;10;131;0.003415015641293;26;2;2;1;4;9;3;0;0;0;0;0;0;0;1;3;1;1;13.1;0.2;0;0;2
1966;1965;5;2;84618.0;0;0;0;96;2013-11-22;769;684;100;801;21;66;0;1672;0.0197593892552412;50;1;6;9;10;26;2;0;0;0;0;1;0;0;1;2;0;2;61.92592592592592;0.2222222222222222;1;0;1
6864;1989;4;4;10979.0;0;0;0;34;2014-05-22;588;8;4;10;2;2;4;30;0.0027324892977502;26;2;3;0;3;8;5;0;0;0;0;0;0;0;0;1;0;2;3.333333333333333;0.3333333333333333;0;0;2
3033;1963;4;3;38620.0;0;0;0;56;2013-05-11;964;112;17;44;34;22;89;318;0.008234075608493;52;1;2;5;3;11;3;0;0;0;0;0;0;0;1;2;0;2;26.5;0.1666666666666666;0;0;1
5710;1970;3;3;40548.0;0;1;1;31;2012-10-10;1177;110;0;5;2;0;3;120;0.0029594554601953;45;2;2;1;4;9;5;0;0;0;1;0;0;0;1;3;1;1;12.0;0.2;1;0;2
7373;1952;5;4;46610.0;0;2;2;8;2012-10-29;1158;96;12;96;33;22;43;302;0.0064792962883501;63;6;4;1;6;17;6;0;0;0;0;0;1;0;0;3;1;2;16.77777777777778;0.2222222222222222;1;1;0
8755;1946;4;2;68657.0;0;0;0;4;2013-02-20;1044;482;34;471;119;68;22;1196;0.0174199280481232;69;1;3;5;9;18;7;0;0;0;0;0;0;0;1;2;0;2;62.94736842105263;0.1578947368421052;0;0;1
10738;1951;4;1;49389.0;1;1;2;55;2013-08-29;854;40;0;19;2;1;3;65;0.0013160825284982;64;1;2;0;3;6;7;0;0;0;0;0;0;0;0;3;1;2;9.285714285714286;0.2857142857142857;0;0;2
4339;1970;5;2;67353.0;0;1;1;37;2013-12-31;730;702;17;151;0;8;35;913;0.0135554466764657;45;5;5;6;12;28;2;0;0;0;0;0;0;0;1;3;1;2;31.48275862068965;0.1724137931034483;0;1;0
10755;1976;2;2;23718.0;1;0;1;76;2013-09-02;850;6;3;14;15;7;36;81;0.0034151277510751;39;3;3;1;2;9;7;0;0;0;0;0;0;0;1;3;1;0;8.1;0.3;0;1;2
8595;1973;3;6;42429.0;0;1;1;99;2014-02-11;688;55;0;6;2;0;4;67;0.0015791086285323;42;2;1;1;3;7;5;0;0;0;0;0;0;0;0;2;1;1;8.375;0.125;0;0;2
2968;1943;5;4;48948.0;0;0;0;53;2013-02-01;1063;437;8;206;160;49;42;902;0.0184277192122252;72;2;7;10;5;24;6;0;0;1;0;0;1;0;0;1;0;2;36.08;0.28;2;0;1
8601;1980;3;2;80011.0;0;1;1;3;2013-04-29;976;421;76;536;82;178;102;1395;0.0174351026733824;35;2;8;6;5;21;4;0;0;0;0;0;0;0;1;3;1;1;63.40909090909091;0.3636363636363636;0;0;0
503;1985;4;2;20559.0;1;0;1;88;2013-03-12;1024;13;1;29;3;0;7;53;0.0025779463981711;30;2;2;0;3;7;8;0;0;0;0;0;0;0;1;3;1;2;6.625;0.25;0;0;2
8430;1957;3;3;21994.0;0;1;1;4;2012-12-24;1102;9;0;6;3;1;3;22;0.0010002728016731;58;1;0;0;3;4;5;0;0;0;0;0;0;0;1;3;1;1;4.4;0.0;0;0;2
7281;1959;5;1;55012.0;0;0;0;80;2013-11-05;786;81;11;50;3;2;39;186;0.0033810804915291;56;1;1;3;4;9;2;0;0;0;0;0;0;0;0;1;0;2;18.6;0.1;0;0;1
2139;1975;4;2;7500.0;1;0;1;19;2013-10-02;820;3;1;10;3;2;12;31;0.0041333333333333;40;3;2;0;3;8;5;0;0;0;0;0;0;0;1;3;1;2;3.4444444444444446;0.2222222222222222;0;1;2
1371;1976;3;1;79941.0;0;0;0;72;2014-06-28;551;123;164;266;227;30;174;984;0.0123090779449844;39;1;2;4;9;16;1;0;0;0;0;0;0;0;0;1;0;1;57.88235294117647;0.1176470588235294;0;0;1
9909;1996;2;2;7500.0;0;0;0;24;2012-11-09;1147;3;18;14;15;22;50;122;0.0162666666666666;19;3;3;1;3;10;9;0;0;0;0;0;1;0;1;2;0;0;11.090909090909092;0.2727272727272727;1;1;2
7286;1968;3;3;41728.0;1;0;1;92;2013-05-24;951;13;6;15;3;5;13;55;0.0013180598159509;47;1;2;0;2;5;10;0;0;0;0;0;0;0;1;3;1;1;9.166666666666666;0.3333333333333333;0;0;2
7244;1951;3;1;52332.0;2;1;3;96;2014-01-01;729;48;5;48;6;10;7;124;0.0023694871206909;64;3;2;1;4;10;6;0;0;0;0;0;0;0;0;4;1;1;11.272727272727272;0.1818181818181818;0;1;2
6566;1954;5;2;72550.0;1;1;2;39;2012-11-08;1148;826;50;317;50;38;38;1319;0.0181805651274982;61;9;5;2;12;28;8;0;0;0;0;0;0;0;1;4;1;2;45.48275862068966;0.1724137931034483;0;1;0
8614;1957;3;6;65486.0;0;1;1;29;2014-05-12;598;245;19;125;37;67;14;507;0.0077421128180069;58;1;4;2;10;17;2;0;0;0;0;0;0;0;0;2;1;1;28.166666666666668;0.2222222222222222;0;0;2
4114;1964;4;2;79143.0;0;0;0;2;2012-08-11;1237;650;37;780;27;167;32;1693;0.0213916581378011;51;1;6;9;13;29;3;0;0;0;0;0;0;0;1;2;0;2;56.43333333333333;0.2;0;0;1
1331;1977;3;1;35790.0;1;0;1;54;2013-01-02;1093;12;6;20;30;1;3;72;0.0020117351215423;38;2;2;0;3;7;7;0;0;0;0;0;0;0;0;2;1;1;9.0;0.25;0;0;2
2225;1977;3;4;82582.0;0;0;0;54;2014-06-07;572;510;120;550;156;40;241;1617;0.0195805381317962;38;1;4;9;7;21;1;1;0;1;0;0;1;0;0;1;0;1;73.5;0.1818181818181818;3;0;1
9381;1978;3;2;66373.0;1;1;2;57;2013-06-12;932;328;9;124;12;24;109;606;0.0091302186129902;37;7;4;2;10;23;3;0;0;0;0;0;0;0;1;4;1;1;25.25;0.1666666666666666;0;1;0
6260;1955;4;3;82384.0;0;0;0;55;2012-11-19;1137;984;51;432;180;120;190;1957;0.0237546125461254;60;1;3;10;13;27;1;0;0;0;0;1;1;0;1;2;0;2;69.89285714285714;0.1071428571428571;2;0;1
10383;1966;3;4;70287.0;0;0;0;30;2013-04-02;1003;295;35;482;121;120;40;1093;0.015550528547242;49;1;5;5;10;21;3;0;0;0;0;0;1;0;0;1;0;1;49.68181818181818;0.2272727272727272;1;0;1
7437;1988;3;1;27938.0;1;0;1;31;2014-04-28;612;13;0;8;2;1;5;29;0.0010380127425012;27;1;1;0;4;6;3;0;0;0;0;0;0;0;0;2;1;1;4.142857142857143;0.1428571428571428;0;0;2
8557;1982;3;1;52332.0;1;0;1;57;2013-06-17;927;11;3;22;2;2;6;46;0.0008790032867079;33;2;2;0;3;7;6;0;0;0;0;0;0;0;0;2;1;1;5.75;0.25;0;0;2
8375;1968;5;2;55954.0;0;1;1;63;2014-03-03;668;447;0;28;0;0;43;518;0.009257604460807;47;3;8;2;6;19;7;0;0;0;0;0;0;0;1;3;1;2;25.9;0.4;0;1;0
6853;1982;4;1;75777.0;0;0;0;12;2013-07-04;910;712;26;538;69;13;80;1438;0.0189767343653087;33;1;3;6;11;21;1;0;0;0;1;1;1;0;0;1;0;2;65.36363636363636;0.1363636363636363;3;0;1
3076;1975;3;3;66653.0;1;1;2;18;2012-09-07;1210;452;18;102;16;18;6;612;0.0091818822858686;40;4;4;2;12;22;3;0;0;0;0;0;0;0;1;4;1;1;26.608695652173918;0.1739130434782608;0;1;0
1012;1952;3;1;61823.0;0;1;1;26;2013-02-18;1046;523;7;134;37;14;169;884;0.0142988855280397;63;4;8;2;10;24;7;0;0;0;0;0;0;0;0;2;1;1;35.36;0.32;0;1;0
6518;1951;5;6;67680.0;0;1;1;8;2013-06-11;933;546;0;48;0;6;6;606;0.0089539007092198;64;1;7;3;8;19;5;0;0;0;0;0;0;0;0;2;1;2;30.3;0.35;0;0;0
4137;1948;3;3;70666.0;0;0;0;29;2013-12-06;755;398;40;367;119;122;30;1076;0.0152265587411202;67;1;7;4;4;16;4;0;0;0;0;0;0;0;1;2;0;1;63.294117647058826;0.4117647058823529;0;0;1
8082;1971;3;2;25721.0;1;0;1;75;2013-05-21;954;1;3;6;3;6;15;34;0.0013218770654329;44;1;1;1;2;5;7;0;0;0;0;0;1;0;1;3;1;1;5.666666666666667;0.1666666666666666;1;0;2
1386;1967;3;3;32474.0;1;1;2;0;2014-05-11;599;10;0;1;0;0;0;11;0.0003387325244811;48;1;1;0;2;4;7;0;0;0;0;0;0;0;1;4;1;1;2.2;0.2;0;0;2
9369;1979;2;1;88194.0;0;1;1;19;2014-03-19;652;688;14;309;201;24;38;1274;0.0144454271265618;36;1;11;10;10;32;5;1;0;1;0;0;1;0;0;2;1;0;38.60606060606061;0.3333333333333333;3;0;1
4477;1958;3;3;69096.0;0;1;1;4;2013-09-27;825;247;49;159;7;82;109;653;0.0094506194280421;57;1;5;2;10;18;4;0;0;0;0;0;0;0;1;3;1;1;34.36842105263158;0.2631578947368421;0;0;0
1357;1970;3;3;74854.0;1;2;3;90;2013-04-08;997;856;59;487;58;29;73;1562;0.0208672883212653;45;7;2;5;5;19;5;0;0;0;0;0;0;0;1;5;1;1;78.1;0.1;0;1;0
1402;1954;4;2;66991.0;0;0;0;1;2012-09-11;1206;496;36;460;189;60;12;1253;0.0187040050155991;61;3;4;8;6;21;3;0;0;0;0;0;0;0;1;2;0;2;56.95454545454545;0.1818181818181818;0;1;1
10629;1973;2;2;46779.0;1;0;1;25;2012-09-14;1203;25;3;43;17;4;17;109;0.0023301053891703;42;3;3;0;3;9;8;0;0;0;0;0;0;0;1;3;1;0;10.9;0.3;0;1;2
6312;1959;3;2;65031.0;0;1;1;29;2013-03-17;1019;258;107;291;84;37;86;863;0.0132705940243883;56;4;10;3;13;30;7;0;0;0;0;0;0;0;1;3;1;1;27.83870967741936;0.3225806451612903;0;1;0
8132;1975;5;2;60631.0;1;1;2;88;2013-04-05;1000;565;6;65;0;6;19;661;0.0109020138213125;40;5;9;2;8;24;7;0;0;0;1;0;0;0;1;4;1;2;26.44;0.36;1;1;0
1050;1952;3;2;28332.0;0;0;0;58;2014-04-30;610;14;10;13;4;15;9;65;0.0022942256106169;63;1;2;1;4;8;2;0;0;0;0;0;0;0;1;2;0;1;7.222222222222222;0.2222222222222222;0;0;2
5846;1977;3;4;40246.0;1;0;1;68;2012-12-19;1107;2;1;6;2;1;1;13;0.0003230134671768;38;1;1;0;2;4;6;0;0;0;0;0;0;0;0;2;1;1;2.6;0.2;0;0;2
1859;1972;4;2;75251.0;0;0;0;34;2012-08-27;1221;721;111;925;97;18;18;1890;0.0251159453030524;43;1;7;6;5;19;5;0;0;0;0;0;1;0;1;2;0;2;94.5;0.35;1;0;1
7503;1976;3;1;75825.0;0;0;0;40;2012-10-12;1175;1032;105;779;137;105;51;2209;0.0291328717441477;39;0;5;8;9;22;4;0;0;1;0;0;1;0;0;1;0;1;96.04347826086956;0.217391304347826;2;0;1
10401;1976;2;3;26326.0;0;0;0;12;2013-09-04;848;1;0;5;0;3;9;18;0.0006837347109321;39;1;0;0;3;4;3;0;0;0;0;0;0;1;1;2;0;0;3.6;0.0;0;0;2
1618;1965;3;3;56046.0;0;0;0;9;2013-01-02;1093;577;0;64;0;0;51;692;0.0123470006780144;50;2;10;1;8;21;8;0;0;1;0;0;1;0;1;2;0;1;31.454545454545453;0.4545454545454545;2;0;0
3332;1985;3;1;29760.0;1;0;1;87;2012-08-29;1219;64;4;68;7;5;17;165;0.0055443548387096;30;4;3;1;4;12;8;0;0;0;0;0;0;0;0;2;1;1;12.692307692307692;0.2307692307692307;0;1;2
2261;1969;3;2;26304.0;1;0;1;5;2013-06-23;921;4;1;5;2;0;4;16;0.0006082725060827;46;1;1;0;2;4;7;0;0;0;0;0;0;0;1;3;1;1;3.2;0.2;0;0;2
5346;1973;2;2;23559.0;1;0;1;87;2013-07-03;911;25;5;19;7;0;23;79;0.0033532832463177;42;3;3;0;3;9;7;0;0;0;0;0;0;0;1;3;1;0;7.9;0.3;0;1;2
535;1987;3;4;81361.0;0;0;0;18;2014-02-25;674;163;23;424;27;65;76;778;0.0095623210137535;28;1;3;10;13;27;1;0;0;0;0;0;0;0;0;1;0;1;27.785714285714285;0.1071428571428571;0;0;1
5268;1960;3;2;29440.0;1;1;2;95;2013-08-11;872;17;8;14;10;4;3;56;0.0019021739130434;55;2;1;0;4;7;7;0;0;0;0;0;0;0;1;4;1;1;7.0;0.125;0;0;2
273;1970;4;2;36138.0;1;1;2;48;2013-07-16;898;130;0;16;0;0;5;151;0.0041784271404062;45;5;3;1;4;13;7;0;0;0;1;0;0;0;1;4;1;2;10.785714285714286;0.2142857142857142;1;1;2
4452;1957;3;1;50388.0;0;1;1;3;2014-05-28;582;292;6;37;0;3;34;372;0.0073827101690878;58;4;6;1;6;17;7;1;0;0;1;0;1;0;0;2;1;1;20.666666666666668;0.3333333333333333;3;1;0
8504;1973;3;2;79593.0;0;0;0;70;2014-05-12;598;350;60;568;110;133;145;1366;0.0171623132687547;42;1;5;6;7;19;2;0;0;0;0;1;0;0;1;2;0;1;68.3;0.25;1;0;1
771;1967;3;3;54178.0;0;1;1;79;2014-01-21;709;135;9;39;4;0;7;194;0.0035807892502491;48;1;2;2;5;10;2;0;0;0;0;0;0;0;1;3;1;1;17.636363636363637;0.1818181818181818;0;0;2
8996;1957;5;2;55012.0;2;1;3;4;2012-11-19;1137;230;42;192;49;37;53;603;0.0109612448193121;58;12;7;2;8;29;9;0;0;0;0;0;0;0;1;5;1;2;20.1;0.2333333333333333;0;1;0
9235;1957;3;1;52332.0;1;1;2;45;2014-05-27;583;7;0;8;2;0;1;18;0.0003439578078422;58;1;1;0;2;4;7;0;0;0;0;0;0;0;0;3;1;1;3.6;0.2;0;0;2
5798;1973;4;3;51257.0;0;0;0;87;2013-11-23;768;445;37;359;98;28;18;985;0.019216887449519;42;1;2;4;8;15;1;0;0;0;0;0;0;0;1;2;0;2;61.5625;0.125;0;0;1
11178;1972;4;1;42394.0;1;0;1;69;2014-03-23;648;15;2;10;0;1;4;32;0.0007548237958201;43;1;1;0;3;5;7;0;0;0;0;0;0;0;0;2;1;2;5.333333333333333;0.1666666666666666;0;0;2
2230;1970;5;2;23626.0;1;0;1;84;2014-05-24;586;27;2;14;0;0;0;43;0.0018200287818505;45;3;3;1;3;10;5;0;0;0;0;0;0;0;1;3;1;2;3.909090909090909;0.2727272727272727;0;1;2
7516;1983;3;2;30096.0;1;0;1;30;2014-05-22;588;5;3;11;12;5;9;45;0.0014952153110047;32;1;2;0;3;6;6;0;0;0;0;0;0;0;1;3;1;1;6.428571428571429;0.2857142857142857;0;0;2
7247;1960;3;6;47916.0;0;1;1;72;2012-11-22;1134;505;0;26;0;0;75;606;0.0126471324818432;55;5;7;4;6;22;6;0;0;0;1;0;0;0;0;2;1;1;26.347826086956523;0.3043478260869565;1;1;0
11100;1972;3;4;51813.0;1;1;2;37;2013-04-11;994;51;2;7;0;1;2;63;0.0012159110647906;43;2;2;0;3;7;7;0;0;0;0;0;0;0;0;3;1;1;7.875;0.25;0;0;2
4646;1951;2;2;78497.0;0;0;0;44;2013-12-01;760;207;26;447;75;0;223;978;0.0124590748691032;64;1;5;7;12;25;2;1;0;0;0;0;0;0;1;2;0;0;37.61538461538461;0.1923076923076923;1;0;1
3037;1983;5;2;50150.0;0;0;0;32;2013-06-20;924;135;46;92;65;61;11;410;0.0081754735792622;32;2;5;2;7;16;5;0;0;0;0;0;0;0;1;2;0;2;24.11764705882353;0.2941176470588235;0;0;1
1473;1960;2;1;47823.0;0;1;1;0;2013-07-23;891;53;1;5;2;1;10;72;0.0015055517219747;55;2;2;0;3;7;8;0;0;0;0;0;0;0;0;2;1;0;9.0;0.25;0;0;2
1016;1959;5;1;34554.0;0;1;1;43;2014-03-30;641;41;1;6;2;0;5;55;0.0015917115239914;56;2;2;0;3;7;6;0;0;0;0;0;0;0;0;2;1;2;6.875;0.25;0;0;2
4518;1979;3;3;85693.0;0;1;1;59;2013-04-20;985;386;172;183;185;132;111;1169;0.0136417210273884;36;2;9;5;11;27;5;0;0;0;0;0;0;0;1;3;1;1;41.75;0.3214285714285714;0;0;0
9370;1945;5;2;65846.0;0;0;0;68;2013-05-17;958;562;81;276;80;40;81;1120;0.0170093855359475;70;1;6;3;6;16;4;0;0;0;0;0;0;0;1;2;0;2;65.88235294117646;0.3529411764705882;0;0;1
8908;1959;3;2;87195.0;0;0;0;35;2014-05-08;602;217;76;690;50;26;38;1097;0.0125809966167784;56;1;3;11;5;20;1;0;0;0;0;0;1;0;1;2;0;1;52.23809523809524;0.1428571428571428;1;0;1
8373;1979;1;3;24594.0;1;0;1;94;2013-12-10;751;1;3;6;10;0;9;29;0.0011791493860291;36;1;1;0;3;5;5;0;0;0;0;0;0;0;1;3;1;0;4.833333333333333;0.1666666666666666;0;0;2
7533;1964;3;2;49096.0;1;1;2;15;2013-09-24;828;144;1;32;2;1;7;187;0.0038088642659279;51;4;4;1;4;13;7;0;0;0;0;0;0;0;1;4;1;1;13.357142857142858;0.2857142857142857;0;1;0
2683;1969;3;2;52413.0;0;2;2;56;2013-02-02;1062;295;106;271;75;98;65;910;0.0173621048213229;46;4;6;4;12;26;6;0;0;0;0;0;0;0;1;4;1;1;33.7037037037037;0.2222222222222222;0;1;0
3629;1978;3;1;38557.0;1;0;1;17;2012-12-19;1107;76;3;31;4;4;27;145;0.0037606660269211;37;2;3;1;3;9;7;0;0;0;0;0;0;0;0;2;1;1;14.5;0.3;0;0;2
10991;1960;4;2;89058.0;0;0;0;18;2012-12-07;1119;454;194;106;31;22;43;850;0.0095443418895551;55;1;5;4;4;14;2;0;0;0;0;0;0;0;1;2;0;2;56.66666666666666;0.3333333333333333;0;0;1
5077;1979;3;3;77298.0;0;1;1;46;2013-11-02;789;425;115;292;23;35;79;969;0.0125359000232865;36;1;6;6;11;24;3;0;0;0;0;0;0;0;1;3;1;1;38.76;0.24;0;0;0
7431;1991;5;1;68126.0;0;0;0;40;2012-11-10;1146;1332;17;311;23;51;86;1820;0.026715204180489;24;1;7;4;5;17;9;0;0;0;1;0;1;0;0;1;0;2;101.11111111111111;0.3888888888888889;2;0;1
3267;1963;4;3;57288.0;0;1;1;27;2014-06-25;554;527;0;21;0;0;60;608;0.0106130428711073;52;3;8;1;8;20;6;0;0;0;1;0;0;0;1;3;1;2;28.952380952380956;0.3809523809523809;1;1;0
999;1991;3;1;86037.0;0;0;0;95;2013-01-02;1093;490;44;125;29;20;22;730;0.0084847216895056;24;1;6;7;11;25;3;0;0;0;1;1;1;0;0;1;0;1;28.07692307692308;0.2307692307692307;3;0;1
9215;1980;5;2;43974.0;1;0;1;19;2012-12-12;1114;378;0;101;0;0;72;551;0.0125301314413062;35;5;6;4;6;21;7;0;0;0;0;0;0;0;1;3;1;2;25.045454545454547;0.2727272727272727;0;1;0
2286;1962;3;1;50785.0;1;1;2;27;2013-09-10;842;64;1;21;0;1;27;114;0.0022447573102293;53;2;2;1;3;8;6;0;0;0;0;0;0;0;0;3;1;1;12.666666666666666;0.2222222222222222;0;0;2
1592;1970;3;2;90765.0;0;0;0;25;2014-01-24;706;547;99;812;151;82;33;1724;0.018994105657467;45;0;4;6;5;15;1;1;0;0;0;1;0;0;1;2;0;1;107.75;0.25;2;0;1
367;1978;2;2;36550.0;1;0;1;74;2013-02-19;1045;47;90;94;123;103;120;577;0.0157865937072503;37;5;9;1;5;20;9;0;0;0;0;0;0;0;1;3;1;0;27.476190476190474;0.4285714285714285;0;1;0
5234;1967;2;3;30753.0;1;1;2;85;2013-07-11;903;12;5;25;0;9;30;81;0.0026338893766461;48;2;1;1;3;7;5;0;0;0;0;0;0;0;1;4;1;0;10.125;0.125;0;0;2
9862;1969;3;3;21918.0;1;0;1;37;2013-11-14;777;1;6;7;11;5;3;33;0.0015056118258965;46;2;2;0;3;7;6;0;0;0;0;0;0;0;1;3;1;1;4.125;0.25;0;0;2
